State,City,Overall Percentile Rank,,Address,36.5677206,139.9033588
Iowa,Preston,0,,"Preston, Iowa",0,0
Ohio,Lordstown,0,,"Lordstown, Ohio",0,0
Oklahoma,Springer,0,,"Springer, Oklahoma",0,0
Nebraska,Norfolk,0,,"Norfolk, Nebraska",0,0
Washington,Bingen,0,,"Bingen, Washington",0,0
Missouri,Duenweg,0,,"Duenweg, Missouri",0,0
Pennsylvania,Rankin,0,,"Rankin, Pennsylvania",0,0
Kansas,Victoria,0,,"Victoria, Kansas",0,0
Colorado,Hayden,0,,"Hayden, Colorado",0,0
Ohio,Dayton,0,,"Dayton, Ohio",0,0
Pennsylvania,Port Vue,0,,"Port Vue, Pennsylvania",0,0
Nebraska,Rushville,0,,"Rushville, Nebraska",0,0
Iowa,Aplington,0,,"Aplington, Iowa",0,0
New Jersey,Woodbury Heights,0,,"Woodbury Heights, New Jersey",0,0
Kansas,Haviland,0,,"Haviland, Kansas",0,0
Iowa,West Liberty,0,,"West Liberty, Iowa",0,0
Pennsylvania,Edinboro,0,,"Edinboro, Pennsylvania",0,0
Mississippi,Pontotoc,0,,"Pontotoc, Mississippi",0,0
Michigan,Onsted,0,,"Onsted, Michigan",0,0
North Dakota,Mapleton,0,,"Mapleton, North Dakota",0,0
Florida,Springfield,0,,"Springfield, Florida",0,0
Pennsylvania,Sewickley Heights,0,,"Sewickley Heights, Pennsylvania",0,0
Ohio,Dresden,0,,"Dresden, Ohio",0,0
Arkansas,Gurdon,0,,"Gurdon, Arkansas",0,0
Massachusetts,Franklin Town,0,,"Franklin Town, Massachusetts",0,0
Minnesota,Cleveland,0,,"Cleveland, Minnesota",0,0
Mississippi,Polkville,0,,"Polkville, Mississippi",0,0
Pennsylvania,Polk,0,,"Polk, Pennsylvania",0,0
Minnesota,Red Lake Falls,0,,"Red Lake Falls, Minnesota",0,0
Colorado,Sanford,0,,"Sanford, Colorado",0,0
Missouri,Elsberry,0,,"Elsberry, Missouri",0,0
Pennsylvania,Yardley,0,,"Yardley, Pennsylvania",0,0
Pennsylvania,North Braddock,0,,"North Braddock, Pennsylvania",0,0
New Jersey,Hackettstown,0,,"Hackettstown, New Jersey",0,0
Kansas,Meade,0,,"Meade, Kansas",0,0
Oregon,Shady Cove,0,,"Shady Cove, Oregon",0,0
Pennsylvania,Bell Acres,0,,"Bell Acres, Pennsylvania",0,0
Ohio,Addyston,0,,"Addyston, Ohio",0,0
Nebraska,Wymore,0,,"Wymore, Nebraska",0,0
California,Corcoran,0,,"Corcoran, California",0,0
Oklahoma,Choctaw,0,,"Choctaw, Oklahoma",0,0
Ohio,Huber Heights,0,,"Huber Heights, Ohio",0,0
Georgia,Fairmount,0,,"Fairmount, Georgia",0,0
Pennsylvania,Lincoln,0,,"Lincoln, Pennsylvania",0,0
New York,Hudson,0,,"Hudson, New York",0,0
New Jersey,Hopatcong,0,,"Hopatcong, New Jersey",0,0
Texas,Nassau Bay,0,,"Nassau Bay, Texas",0,0
Florida,Lake Mary,44,,"Lake Mary, Florida",0,0
Pennsylvania,Munhall,0,,"Munhall, Pennsylvania",0,0
Iowa,Solon,0,,"Solon, Iowa",0,0
Ohio,Dover,0,,"Dover, Ohio",0,0
Ohio,Cleveland,0,,"Cleveland, Ohio",0,0
Pennsylvania,Pen Argyl,0,,"Pen Argyl, Pennsylvania",0,0
Oklahoma,Haskell,0,,"Haskell, Oklahoma",0,0
Pennsylvania,Ben Avon,0,,"Ben Avon, Pennsylvania",0,0
Washington,Mattawa,0,,"Mattawa, Washington",0,0
Louisiana,Albany,0,,"Albany, Louisiana",0,0
Maryland,Manchester,58,,"Manchester, Maryland",0,0
California,Industry,0,,"Industry, California",0,0
Indiana,Wolcottville,54,,"Wolcottville, Indiana",0,0
Tennessee,Loretto,0,,"Loretto, Tennessee",0,0
Ohio,Tallmadge,0,,"Tallmadge, Ohio",0,0
Nebraska,Eagle,0,,"Eagle, Nebraska",0,0
Illinois,Central City,92,,"Central City, Illinois",0,0
Michigan,Lakewood Club,0,,"Lakewood Club, Michigan",0,0
Colorado,Commerce,0,,"Commerce, Colorado",0,0
Pennsylvania,Mckees Rocks,0,,"Mckees Rocks, Pennsylvania",0,0
Texas,Petersburg,0,,"Petersburg, Texas",0,0
Nebraska,Oakland,0,,"Oakland, Nebraska",0,0
Louisiana,Mansura,0,,"Mansura, Louisiana",0,0
Illinois,Odell,84,,"Odell, Illinois",0,0
Pennsylvania,Mckeesport,0,,"Mckeesport, Pennsylvania",0,0
Pennsylvania,Liberty,0,,"Liberty, Pennsylvania",0,0
Indiana,Columbus,0,,"Columbus, Indiana",0,0
New Jersey,Mount Arlington,0,,"Mount Arlington, New Jersey",0,0
Michigan,Westphalia,65,,"Westphalia, Michigan",0,0
Tennessee,Coopertown,0,,"Coopertown, Tennessee",0,0
Michigan,Fruitport,0,,"Fruitport, Michigan",0,0
Nebraska,South Sioux City,0,,"South Sioux City, Nebraska",0,0
New Jersey,Englewood Cliffs,0,,"Englewood Cliffs, New Jersey",0,0
Oklahoma,Sperry,0,,"Sperry, Oklahoma",0,0
Missouri,Black Jack,0,,"Black Jack, Missouri",0,0
Ohio,Worthington,0,,"Worthington, Ohio",0,0
Arkansas,Hughes,0,,"Hughes, Arkansas",0,0
Virginia,Hurt,0,,"Hurt, Virginia",0,0
Pennsylvania,Homestead,0,,"Homestead, Pennsylvania",0,0
Pennsylvania,Bellevue,0,,"Bellevue, Pennsylvania",0,0
Minnesota,Greenfield,0,,"Greenfield, Minnesota",0,0
Pennsylvania,Heidelberg,0,,"Heidelberg, Pennsylvania",0,0
Illinois,Warren,37,,"Warren, Illinois",0,0
Georgia,Riverdale,0,,"Riverdale, Georgia",0,0
Kansas,Enterprise,0,,"Enterprise, Kansas",0,0
Illinois,Deer Creek,0,,"Deer Creek, Illinois",0,0
Ohio,South Lebanon,0,,"South Lebanon, Ohio",0,0
New Jersey,Elizabeth,0,,"Elizabeth, New Jersey",0,0
Kansas,Medicine Lodge,0,,"Medicine Lodge, Kansas",0,0
Pennsylvania,Saltsburg,0,,"Saltsburg, Pennsylvania",0,0
Pennsylvania,Sharon,0,,"Sharon, Pennsylvania",0,0
Colorado,Kersey,0,,"Kersey, Colorado",0,0
Pennsylvania,Fox Chapel,0,,"Fox Chapel, Pennsylvania",0,0
Kansas,Marion,0,,"Marion, Kansas",0,0
Nebraska,Gering,0,,"Gering, Nebraska",0,0
Pennsylvania,Hughesville,0,,"Hughesville, Pennsylvania",0,0
New Jersey,Woodland Park,0,,"Woodland Park, New Jersey",0,0
Pennsylvania,Point Marion,0,,"Point Marion, Pennsylvania",0,0
New York,Schenectady,0,,"Schenectady, New York",0,0
Iowa,Ida Grove,0,,"Ida Grove, Iowa",0,0
Kansas,Cheney,0,,"Cheney, Kansas",0,0
Iowa,Stratford,0,,"Stratford, Iowa",0,0
Ohio,Marblehead,0,,"Marblehead, Ohio",0,0
New Jersey,Hawthorne,0,,"Hawthorne, New Jersey",0,0
Michigan,Calumet,0,,"Calumet, Michigan",0,0
New Jersey,Medford Lakes,0,,"Medford Lakes, New Jersey",0,0
California,Big Bear Lake,0,,"Big Bear Lake, California",0,0
New Jersey,Vineland,0,,"Vineland, New Jersey",0,0
Pennsylvania,Edgeworth,0,,"Edgeworth, Pennsylvania",0,0
Pennsylvania,Pen Argyl,0,,"Pen Argyl, Pennsylvania",0,0
New York,Larchmont,0,,"Larchmont, New York",0,0
Pennsylvania,Edgewood,0,,"Edgewood, Pennsylvania",0,0
New Jersey,Hightstown,0,,"Hightstown, New Jersey",0,0
Pennsylvania,Zelienople,0,,"Zelienople, Pennsylvania",0,0
Ohio,Tiltonsville,0,,"Tiltonsville, Ohio",0,0
Pennsylvania,East Mckeesport,0,,"East Mckeesport, Pennsylvania",0,0
Iowa,West Union,0,,"West Union, Iowa",0,0
Pennsylvania,Stroudsburg,0,,"Stroudsburg, Pennsylvania",0,0
New Jersey,Hamburg,0,,"Hamburg, New Jersey",0,0
Pennsylvania,Duquesne,0,,"Duquesne, Pennsylvania",0,0
Pennsylvania,Dravosburg,0,,"Dravosburg, Pennsylvania",0,0
Maryland,Rising Sun,0,,"Rising Sun, Maryland",0,0
New Jersey,Englishtown,0,,"Englishtown, New Jersey",0,0
Colorado,Mountain Village,0,,"Mountain Village, Colorado",0,0
Illinois,Bull Valley,0,,"Bull Valley, Illinois",0,0
Oklahoma,Fairland,0,,"Fairland, Oklahoma",0,0
Minnesota,Eagle Lake,0,,"Eagle Lake, Minnesota",0,0
Pennsylvania,Crafton,0,,"Crafton, Pennsylvania",0,0
Arkansas,Russellville,0,,"Russellville, Arkansas",0,0
Ohio,Kenton,0,,"Kenton, Ohio",0,0
Pennsylvania,Goldsboro,0,,"Goldsboro, Pennsylvania",0,0
Iowa,Buffalo,0,,"Buffalo, Iowa",0,0
Pennsylvania,Avalon,0,,"Avalon, Pennsylvania",0,0
Florida,Mulberry,0,,"Mulberry, Florida",0,0
New Jersey,Franklin Lakes,0,,"Franklin Lakes, New Jersey",0,0
Pennsylvania,Tyrone,0,,"Tyrone, Pennsylvania",0,0
Pennsylvania,Churchill,0,,"Churchill, Pennsylvania",0,0
Iowa,Redfield,0,,"Redfield, Iowa",0,0
Iowa,Ogden,0,,"Ogden, Iowa",0,0
Pennsylvania,Cheswick,0,,"Cheswick, Pennsylvania",0,0
Pennsylvania,Chalfant,0,,"Chalfant, Pennsylvania",0,0
Washington,Sedro Woolley,0,,"Sedro Woolley, Washington",0,0
New York,Johnstown,0,,"Johnstown, New York",0,0
Pennsylvania,Washington,0,,"Washington, Pennsylvania",0,0
North Dakota,Lincoln,0,,"Lincoln, North Dakota",0,0
Kansas,St Francis,0,,"St Francis, Kansas",0,0
Pennsylvania,Carnegie,0,,"Carnegie, Pennsylvania",0,0
Ohio,Ashland,0,,"Ashland, Ohio",0,0
Indiana,Avilla,57,,"Avilla, Indiana",0,0
California,Brentwood,0,,"Brentwood, California",0,0
Pennsylvania,Orwigsburg,0,,"Orwigsburg, Pennsylvania",0,0
Nebraska,Gering,0,,"Gering, Nebraska",0,0
Ohio,Minerva Park,0,,"Minerva Park, Ohio",0,0
Kansas,Wilson,0,,"Wilson, Kansas",0,0
New York,Norwich,0,,"Norwich, New York",0,0
Texas,Lowry Crossing,0,,"Lowry Crossing, Texas",0,0
Nebraska,Yutan,0,,"Yutan, Nebraska",0,0
Kansas,Cherryvale,0,,"Cherryvale, Kansas",0,0
Ohio,Sabina,0,,"Sabina, Ohio",0,0
New York,Lockport,0,,"Lockport, New York",0,0
Indiana,Bargersville,0,,"Bargersville, Indiana",0,0
New Jersey,Mount Arlington,0,,"Mount Arlington, New Jersey",0,0
Pennsylvania,Braddock,0,,"Braddock, Pennsylvania",0,0
New Mexico,Tularosa,0,,"Tularosa, New Mexico",0,0
Illinois,Limestone,0,,"Limestone, Illinois",0,0
Indiana,West Lafayette,0,,"West Lafayette, Indiana",0,0
New Mexico,Springer,0,,"Springer, New Mexico",0,0
Pennsylvania,Mechanicsburg,0,,"Mechanicsburg, Pennsylvania",0,0
Washington,Snoqualmie,0,,"Snoqualmie, Washington",0,0
Pennsylvania,Catawissa,0,,"Catawissa, Pennsylvania",0,0
Florida,Quincy,0,,"Quincy, Florida",0,0
Iowa,Sloan,0,,"Sloan, Iowa",0,0
West Virginia,Smithers,0,,"Smithers, West Virginia",0,0
New Jersey,Plainfield,0,,"Plainfield, New Jersey",0,0
Pennsylvania,New Cumberland,0,,"New Cumberland, Pennsylvania",0,0
Ohio,Sunbury,0,,"Sunbury, Ohio",0,0
New York,Yonkers,0,,"Yonkers, New York",0,0
Iowa,Alden,0,,"Alden, Iowa",0,0
Pennsylvania,Benton,0,,"Benton, Pennsylvania",0,0
Indiana,Connersville,0,,"Connersville, Indiana",0,0
Missouri,Ashland,0,,"Ashland, Missouri",0,0
Tennessee,Ridgetop,0,,"Ridgetop, Tennessee",0,0
North Carolina,Granite Quarry,94,,"Granite Quarry, North Carolina",0,0
Pennsylvania,Renovo,0,,"Renovo, Pennsylvania",0,0
Ohio,Clinton,0,,"Clinton, Ohio",0,0
Pennsylvania,Mill Hall,0,,"Mill Hall, Pennsylvania",0,0
Wisconsin,Spencer,90,,"Spencer, Wisconsin",0,0
Washington,Normandy Park,0,,"Normandy Park, Washington",0,0
Colorado,Fraser,0,,"Fraser, Colorado",0,0
Illinois,Port Barrington,0,,"Port Barrington, Illinois",0,0
Pennsylvania,Avondale,0,,"Avondale, Pennsylvania",0,0
Washington,Twisp,0,,"Twisp, Washington",0,0
Pennsylvania,Flemington,0,,"Flemington, Pennsylvania",0,0
Iowa,West Point,0,,"West Point, Iowa",0,0
Arkansas,Fordyce,0,,"Fordyce, Arkansas",0,0
New Jersey,Collingswood,0,,"Collingswood, New Jersey",0,0
Mississippi,Shannon,0,,"Shannon, Mississippi",0,0
Minnesota,Gilbert,0,,"Gilbert, Minnesota",0,0
Colorado,Leadville,80,,"Leadville, Colorado",0,0
Pennsylvania,Shinglehouse,0,,"Shinglehouse, Pennsylvania",0,0
Pennsylvania,Curwensville,0,,"Curwensville, Pennsylvania",0,0
Pennsylvania,South Connellsville,0,,"South Connellsville, Pennsylvania",0,0
Oklahoma,Langley,0,,"Langley, Oklahoma",0,0
Texas,Hackberry,0,,"Hackberry, Texas",0,0
Pennsylvania,Clearfield,0,,"Clearfield, Pennsylvania",0,0
New Jersey,Tinton Falls,0,,"Tinton Falls, New Jersey",0,0
Illinois,Toledo,53,,"Toledo, Illinois",0,0
West Virginia,Lewisburg,0,,"Lewisburg, West Virginia",0,0
Pennsylvania,Hallam,0,,"Hallam, Pennsylvania",0,0
Pennsylvania,Osceola Mills,0,,"Osceola Mills, Pennsylvania",0,0
Georgia,Louisville,52,,"Louisville, Georgia",0,0
Texas,Briarcliff,0,,"Briarcliff, Texas",0,0
Minnesota,Spring Lake Park,0,,"Spring Lake Park, Minnesota",0,0
Pennsylvania,Houtzdale,0,,"Houtzdale, Pennsylvania",0,0
Illinois,Spaulding,0,,"Spaulding, Illinois",0,0
Montana,Bozeman,0,,"Bozeman, Montana",0,0
Louisiana,Rayne,0,,"Rayne, Louisiana",0,0
Michigan,Deckerville,0,,"Deckerville, Michigan",0,0
California,Avenal,0,,"Avenal, California",0,0
Pennsylvania,New Bethlehem,0,,"New Bethlehem, Pennsylvania",0,0
Pennsylvania,Knox,0,,"Knox, Pennsylvania",0,0
Minnesota,Red Lake Falls,0,,"Red Lake Falls, Minnesota",0,0
Ohio,Olmsted Falls,0,,"Olmsted Falls, Ohio",0,0
Iowa,Arnolds Park,0,,"Arnolds Park, Iowa",0,0
Ohio,Fairlawn,0,,"Fairlawn, Ohio",0,0
Texas,The Hills,0,,"The Hills, Texas",0,0
Ohio,Shaker Heights,0,,"Shaker Heights, Ohio",0,0
Indiana,Schererville,0,,"Schererville, Indiana",0,0
Pennsylvania,Sligo,0,,"Sligo, Pennsylvania",0,0
Florida,Shalimar,95,,"Shalimar, Florida",0,0
Oklahoma,Morrison,0,,"Morrison, Oklahoma",0,0
Louisiana,French Settlement,0,,"French Settlement, Louisiana",0,0
Pennsylvania,Dover,0,,"Dover, Pennsylvania",0,0
Georgia,Wrightsville,0,,"Wrightsville, Georgia",0,0
New York,Port Jefferson,0,,"Port Jefferson, New York",0,0
Pennsylvania,Cresson,0,,"Cresson, Pennsylvania",0,0
Iowa,Rockford,0,,"Rockford, Iowa",0,0
Pennsylvania,Pringle,0,,"Pringle, Pennsylvania",0,0
Nebraska,Hebron,0,,"Hebron, Nebraska",0,0
Texas,Joshua,0,,"Joshua, Texas",0,0
Georgia,Locust Grove,78,,"Locust Grove, Georgia",0,0
Mississippi,Vaiden,0,,"Vaiden, Mississippi",0,0
Pennsylvania,Elverson,0,,"Elverson, Pennsylvania",0,0
Michigan,Stevensville,0,,"Stevensville, Michigan",0,0
Indiana,Hammond,0,,"Hammond, Indiana",0,0
Louisiana,Baldwin,0,,"Baldwin, Louisiana",0,0
Minnesota,East Grand Forks,0,,"East Grand Forks, Minnesota",0,0
Kansas,Towanda,0,,"Towanda, Kansas",0,0
Mississippi,Scooba,0,,"Scooba, Mississippi",0,0
Oklahoma,Okeene,69,,"Okeene, Oklahoma",0,0
Iowa,North English,0,,"North English, Iowa",0,0
Kansas,Marion,0,,"Marion, Kansas",0,0
Pennsylvania,Avondale,0,,"Avondale, Pennsylvania",0,0
New Jersey,Lambertville,0,,"Lambertville, New Jersey",0,0
Pennsylvania,West Grove,0,,"West Grove, Pennsylvania",0,0
California,Lathrop,0,,"Lathrop, California",0,0
Pennsylvania,West Grove,0,,"West Grove, Pennsylvania",0,0
Iowa,Camanche,0,,"Camanche, Iowa",0,0
Pennsylvania,West Chester,17,,"West Chester, Pennsylvania",0,0
Georgia,Lakeland,0,,"Lakeland, Georgia",0,0
New York,Pulaski,0,,"Pulaski, New York",0,0
Arkansas,Gosnell,0,,"Gosnell, Arkansas",0,0
Pennsylvania,Spring City,0,,"Spring City, Pennsylvania",0,0
Oklahoma,Gracemont,0,,"Gracemont, Oklahoma",0,0
New York,Quogue,0,,"Quogue, New York",0,0
Oregon,Bandon,0,,"Bandon, Oregon",0,0
Kansas,Smith Center,0,,"Smith Center, Kansas",0,0
California,Huron,0,,"Huron, California",0,0
Ohio,Wayne,0,,"Wayne, Ohio",0,0
Ohio,Bridgeport,0,,"Bridgeport, Ohio",0,0
Kansas,Dighton,0,,"Dighton, Kansas",0,0
New Mexico,Roy,0,,"Roy, New Mexico",0,0
Indiana,Beech Grove,0,,"Beech Grove, Indiana",0,0
Pennsylvania,Oxford,0,,"Oxford, Pennsylvania",0,0
New Mexico,Dora,0,,"Dora, New Mexico",0,0
Pennsylvania,Oxford,0,,"Oxford, Pennsylvania",0,0
Wisconsin,Amery,0,,"Amery, Wisconsin",0,0
New York,Montour Falls,0,,"Montour Falls, New York",0,0
Pennsylvania,Atglen,0,,"Atglen, Pennsylvania",0,0
Arkansas,Fordyce,0,,"Fordyce, Arkansas",0,0
Kansas,Paola,0,,"Paola, Kansas",0,0
Minnesota,Fosston,0,,"Fosston, Minnesota",0,0
Florida,Palm Shores,0,,"Palm Shores, Florida",0,0
Michigan,Galesburg,0,,"Galesburg, Michigan",0,0
Illinois,Albion,0,,"Albion, Illinois",0,0
Indiana,Knox,0,,"Knox, Indiana",0,0
Pennsylvania,Philipsburg,0,,"Philipsburg, Pennsylvania",0,0
Tennessee,Crump,0,,"Crump, Tennessee",0,0
Ohio,Seville,0,,"Seville, Ohio",0,0
Missouri,Monroe City,0,,"Monroe City, Missouri",0,0
Pennsylvania,Millheim,0,,"Millheim, Pennsylvania",0,0
Ohio,Mount Orab,0,,"Mount Orab, Ohio",0,0
Kansas,Caldwell,0,,"Caldwell, Kansas",0,0
Oregon,Baker City,98,,"Baker City, Oregon",0,0
Pennsylvania,Howard,0,,"Howard, Pennsylvania",0,0
Oklahoma,Cache,0,,"Cache, Oklahoma",0,0
Ohio,East Liverpool,0,,"East Liverpool, Ohio",0,0
Pennsylvania,Centre Hall,0,,"Centre Hall, Pennsylvania",0,0
Oklahoma,Bristow,41,,"Bristow, Oklahoma",0,0
Ohio,New Knoxville,0,,"New Knoxville, Ohio",0,0
Georgia,Leesburg,74,,"Leesburg, Georgia",0,0
Louisiana,Anacoco,0,,"Anacoco, Louisiana",0,0
Colorado,Monument,0,,"Monument, Colorado",0,0
Oklahoma,Stringtown,0,,"Stringtown, Oklahoma",0,0
Pennsylvania,Union City,0,,"Union City, Pennsylvania",0,0
Kansas,Smith Center,0,,"Smith Center, Kansas",0,0
Pennsylvania,Milford,0,,"Milford, Pennsylvania",0,0
Pennsylvania,Summit Hill,0,,"Summit Hill, Pennsylvania",0,0
Colorado,Monte Vista,0,,"Monte Vista, Colorado",0,0
Delaware,Dover,0,,"Dover, Delaware",0,0
Florida,Royal Palm Beach,0,,"Royal Palm Beach, Florida",0,0
Ohio,Bethel,0,,"Bethel, Ohio",0,0
Oregon,Heppner,0,,"Heppner, Oregon",0,0
Ohio,New Paris,0,,"New Paris, Ohio",0,0
Texas,Laguna Vista,90,,"Laguna Vista, Texas",0,0
Minnesota,Rushford Village,0,,"Rushford Village, Minnesota",0,0
New York,Glens Falls,0,,"Glens Falls, New York",0,0
Louisiana,Terrebonne,0,,"Terrebonne, Louisiana",0,0
Texas,Splendora,0,,"Splendora, Texas",0,0
New York,Westbury,0,,"Westbury, New York",0,0
Georgia,Flemington,0,,"Flemington, Georgia",0,0
Pennsylvania,Jim Thorpe,0,,"Jim Thorpe, Pennsylvania",0,0
Michigan,Parma,0,,"Parma, Michigan",0,0
New Mexico,Taos,0,,"Taos, New Mexico",0,0
West Virginia,Ceredo,0,,"Ceredo, West Virginia",0,0
North Dakota,Burlington,0,,"Burlington, North Dakota",0,0
Michigan,South Rockwood,0,,"South Rockwood, Michigan",0,0
Minnesota,Bovey,0,,"Bovey, Minnesota",0,0
Pennsylvania,Brookhaven,0,,"Brookhaven, Pennsylvania",0,0
Idaho,Mccall,0,,"Mccall, Idaho",0,0
Pennsylvania,Beaver Meadows,0,,"Beaver Meadows, Pennsylvania",0,0
Pennsylvania,Gallitzin,0,,"Gallitzin, Pennsylvania",0,0
Michigan,Baroda,0,,"Baroda, Michigan",0,0
Georgia,Flemington,0,,"Flemington, Georgia",0,0
Pennsylvania,Emporium,0,,"Emporium, Pennsylvania",0,0
Iowa,Jesup,0,,"Jesup, Iowa",0,0
Pennsylvania,Dale,0,,"Dale, Pennsylvania",0,0
Pennsylvania,Tullytown,0,,"Tullytown, Pennsylvania",0,0
Minnesota,Montevideo,0,,"Montevideo, Minnesota",0,0
Pennsylvania,Carrolltown,0,,"Carrolltown, Pennsylvania",0,0
Minnesota,Detroit Lakes,0,,"Detroit Lakes, Minnesota",0,0
Pennsylvania,Northern Cambria,0,,"Northern Cambria, Pennsylvania",0,0
Wyoming,Lusk,0,,"Lusk, Wyoming",0,0
California,Temple,0,,"Temple, California",0,0
Colorado,Rifle,0,,"Rifle, Colorado",0,0
Pennsylvania,Terre Hill,0,,"Terre Hill, Pennsylvania",0,0
Oklahoma,Sulphur,0,,"Sulphur, Oklahoma",0,0
Pennsylvania,Southmont,0,,"Southmont, Pennsylvania",0,0
Ohio,Jefferson,0,,"Jefferson, Ohio",0,0
New York,Garden City,0,,"Garden City, New York",0,0
Pennsylvania,Strasburg,0,,"Strasburg, Pennsylvania",0,0
Pennsylvania,Canonsburg,49,,"Canonsburg, Pennsylvania",0,0
Pennsylvania,West Pittston,0,,"West Pittston, Pennsylvania",0,0
Pennsylvania,South Fork,0,,"South Fork, Pennsylvania",0,0
Tennessee,Bruceton,0,,"Bruceton, Tennessee",0,0
Indiana,Portland,0,,"Portland, Indiana",0,0
Iowa,Fairfield,0,,"Fairfield, Iowa",0,0
Wyoming,Torrington,0,,"Torrington, Wyoming",0,0
Illinois,Chatsworth,0,,"Chatsworth, Illinois",0,0
Pennsylvania,Portage,0,,"Portage, Pennsylvania",0,0
Oklahoma,Bokchito,0,,"Bokchito, Oklahoma",0,0
Michigan,Ovid,0,,"Ovid, Michigan",0,0
Florida,Archer,0,,"Archer, Florida",0,0
Colorado,Parker,0,,"Parker, Colorado",0,0
New Jersey,High Bridge,0,,"High Bridge, New Jersey",0,0
Pennsylvania,Tower City,0,,"Tower City, Pennsylvania",0,0
New Jersey,Belmar,0,,"Belmar, New Jersey",0,0
Pennsylvania,Nanty Glo,97,,"Nanty Glo, Pennsylvania",0,0
New York,Bellport,0,,"Bellport, New York",0,0
Illinois,Shannon,0,,"Shannon, Illinois",0,0
Pennsylvania,Loretto,0,,"Loretto, Pennsylvania",0,0
Pennsylvania,Lorain,0,,"Lorain, Pennsylvania",0,0
Washington,Roslyn,0,,"Roslyn, Washington",0,0
West Virginia,Benwood,0,,"Benwood, West Virginia",0,0
Nebraska,North Platte,0,,"North Platte, Nebraska",0,0
Florida,Palm Shores,0,,"Palm Shores, Florida",0,0
Ohio,Richmond Heights,0,,"Richmond Heights, Ohio",0,0
New Jersey,Plainfield,0,,"Plainfield, New Jersey",0,0
Colorado,Frisco,0,,"Frisco, Colorado",0,0
Oklahoma,Salina,0,,"Salina, Oklahoma",0,0
New York,Clayton,0,,"Clayton, New York",0,0
Michigan,Coloma,75,,"Coloma, Michigan",0,0
Oklahoma,Keota,0,,"Keota, Oklahoma",0,0
California,Temple,0,,"Temple, California",0,0
Illinois,Carrollton,0,,"Carrollton, Illinois",0,0
Pennsylvania,Geistown,0,,"Geistown, Pennsylvania",0,0
Kentucky,Louisville-Jefferson,0,,"Louisville-Jefferson, Kentucky",0,0
Georgia,Ludowici,0,,"Ludowici, Georgia",0,0
Vermont,Essex Junction,0,,"Essex Junction, Vermont",0,0
Iowa,Oskaloosa,0,,"Oskaloosa, Iowa",0,0
New Jersey,Lambertville,0,,"Lambertville, New Jersey",0,0
Pennsylvania,Burgettstown,0,,"Burgettstown, Pennsylvania",0,0
New Jersey,Ocean City,0,,"Ocean City, New Jersey",0,0
Pennsylvania,Ebensburg,0,,"Ebensburg, Pennsylvania",0,0
Georgia,Dasher,0,,"Dasher, Georgia",0,0
Iowa,Peosta,0,,"Peosta, Iowa",0,0
Kansas,North Newton,0,,"North Newton, Kansas",0,0
New York,Atlantic Beach,0,,"Atlantic Beach, New York",0,0
South Carolina,Great Falls,36,,"Great Falls, South Carolina",0,0
Missouri,Diamond,0,,"Diamond, Missouri",0,0
Ohio,Lewisburg,0,,"Lewisburg, Ohio",0,0
Pennsylvania,Mount Union,0,,"Mount Union, Pennsylvania",0,0
Colorado,Littleton,0,,"Littleton, Colorado",0,0
Mississippi,Pontotoc,0,,"Pontotoc, Mississippi",0,0
Oregon,Falls City,95,,"Falls City, Oregon",0,0
Pennsylvania,East Butler,0,,"East Butler, Pennsylvania",0,0
Pennsylvania,Evans City,0,,"Evans City, Pennsylvania",0,0
Michigan,Yale,0,,"Yale, Michigan",0,0
Pennsylvania,New Oxford,0,,"New Oxford, Pennsylvania",0,0
New York,Lawrence,0,,"Lawrence, New York",0,0
Nebraska,Ceresco,0,,"Ceresco, Nebraska",0,0
Idaho,Shelley,0,,"Shelley, Idaho",0,0
Alaska,Kotzebue,0,,"Kotzebue, Alaska",0,0
New Jersey,Perth Amboy,0,,"Perth Amboy, New Jersey",0,0
Texas,Ralls,0,,"Ralls, Texas",0,0
New Mexico,Hurley,0,,"Hurley, New Mexico",0,0
Pennsylvania,Butler,0,,"Butler, Pennsylvania",0,0
California,Tiburon,23,,"Tiburon, California",0,0
Pennsylvania,Slippery Rock,0,,"Slippery Rock, Pennsylvania",0,0
Louisiana,Arcadia,0,,"Arcadia, Louisiana",0,0
Ohio,Delaware,0,,"Delaware, Ohio",0,0
Illinois,Forrest,0,,"Forrest, Illinois",0,0
Colorado,Windsor,0,,"Windsor, Colorado",0,0
Pennsylvania,Saxonburg,0,,"Saxonburg, Pennsylvania",0,0
Indiana,Walkerton,0,,"Walkerton, Indiana",0,0
Pennsylvania,Galeton,0,,"Galeton, Pennsylvania",0,0
Pennsylvania,Prospect,0,,"Prospect, Pennsylvania",0,0
Pennsylvania,Brockway,0,,"Brockway, Pennsylvania",0,0
Illinois,Merrionette Park,0,,"Merrionette Park, Illinois",0,0
North Carolina,Cedar Point,0,,"Cedar Point, North Carolina",0,0
Pennsylvania,Mars,0,,"Mars, Pennsylvania",0,0
Washington,Stanwood,0,,"Stanwood, Washington",0,0
Oklahoma,Tecumseh,0,,"Tecumseh, Oklahoma",0,0
Arkansas,Dewitt,0,,"Dewitt, Arkansas",0,0
Illinois,Warsaw,0,,"Warsaw, Illinois",0,0
Oklahoma,Goldsby,0,,"Goldsby, Oklahoma",0,0
Pennsylvania,Harrisville,0,,"Harrisville, Pennsylvania",0,0
